ACTION;WORDNET;WN_OFFSET;VERBNET;FRAMENET;NPC
put diamond in case;insert.v.02;v00187526;;62;0
put dornberries in pot;insert.v.02;v00187526;;62;0
put dust in vent;insert.v.02;v00187526;;62;0
put dynamite in toaster;insert.v.02;v00187526;;62;0
put ebony in eastern niche;insert.v.02;v00187526;;62;0
put ebony in northern niche;insert.v.02;v00187526;;62;0
put ebony in southern niche;insert.v.02;v00187526;;62;0
put egg in case;insert.v.02;v00187526;;62;0
put egg in pan;insert.v.02;v00187526;;62;0
put egg in pot;insert.v.02;v00187526;;62;0
put eight on pack;put.v.01;v01494310;put-9.1-2;62;0
put embers in coat;insert.v.02;v00187526;;62;0
put emerald cluster in knapsack;insert.v.02;v00187526;;62;0
put emerald in case;insert.v.02;v00187526;;62;0
put emerald in green boot;insert.v.02;v00187526;;62;0
put entrails in body;insert.v.02;v00187526;;62;0
put epic poem in kappa;insert.v.02;v00187526;;62;0
put eyes in body;insert.v.02;v00187526;;62;0
put feather on left;put.v.01;v01494310;put-9.1-2;62;0
put featureless rod in coffin;insert.v.02;v00187526;;62;0
put fig in urn;insert.v.02;v00187526;;62;0
put figurine in case;insert.v.02;v00187526;;62;0
put firewood on hearth;put.v.01;v01494310;put-9.1-2;62;0
put firework in toolkit;insert.v.02;v00187526;;62;0
put flag on bed;put.v.01;v01494310;put-9.1-2;62;0
put flask under spout;put.v.01;v01494310;put-9.1-2;62;0
put flathead on circle;put.v.01;v01494310;put-9.1-2;62;0
put flimsy scroll in zipper;insert.v.02;v00187526;;62;0
put flour in pan;insert.v.02;v00187526;;62;0
put flour in pot;insert.v.02;v00187526;;62;0
put fluff in bag;insert.v.02;v00187526;;62;0
put fuse in generator;insert.v.02;v00187526;;62;0
put garlic in cauldron;insert.v.02;v00187526;;62;0
put gear on post;put.v.01;v01494310;put-9.1-2;62;0
put glass in crack;insert.v.02;v00187526;;62;0
put glob on case;put.v.01;v01494310;put-9.1-2;62;0
put gnomon in hole;insert.v.02;v00187526;;62;0
put gold coin on right;put.v.01;v01494310;put-9.1-2;62;0
put gold in plate;insert.v.02;v00187526;;62;0
put gold in slot;insert.v.02;v00187526;;62;0
put gold in toolkit;insert.v.02;v00187526;;62;0
put gold in unit;insert.v.02;v00187526;;62;0
put golden chalice in knapsack;insert.v.02;v00187526;;62;0
put golden chalice on left disc;put.v.01;v01494310;put-9.1-2;62;0
put golden cluster in knapsack;insert.v.02;v00187526;;62;0
put gown on hook;put.v.01;v01494310;put-9.1-2;62;0
put gram in basket;insert.v.02;v00187526;;62;0
put gray rod in pot;insert.v.02;v00187526;;62;0
put green sphere in pot;insert.v.02;v00187526;;62;0
put grenade in cupboard;insert.v.02;v00187526;;62;0
put guano in cannon;insert.v.02;v00187526;;62;0
put gum in cauldron;insert.v.02;v00187526;;62;0
put gum on ass;put.v.01;v01494310;put-9.1-2;62;0
put gum on stick;put.v.01;v01494310;put-9.1-2;62;0
put hand in cauldron;insert.v.02;v00187526;;62;0
put hand in hive;insert.v.02;v00187526;;62;0
put hand in liquid;insert.v.02;v00187526;;62;0
put hand on statue;put.v.01;v01494310;put-9.1-2;62;0
put handcuffs on rods;put.v.01;v01494310;put-9.1-2;62;0
put headdress in pot;insert.v.02;v00187526;;62;0
put heart in statue;insert.v.02;v00187526;;62;0
put homing in hatch;insert.v.02;v00187526;;62;0
put honey in cauldron;insert.v.02;v00187526;;62;0
put house on triangle;put.v.01;v01494310;put-9.1-2;62;0
put icicle on lump;put.v.01;v01494310;put-9.1-2;62;0
put invite in copier;insert.v.02;v00187526;;62;0
put it in bag;insert.v.02;v00187526;;62;0
put it in cannon;insert.v.02;v00187526;;62;0
put it in coffin;insert.v.02;v00187526;;62;0
put it in hat;insert.v.02;v00187526;;62;0
put it in hole;insert.v.02;v00187526;;62;0
put it in niche;insert.v.02;v00187526;;62;0
put it in opening;insert.v.02;v00187526;;62;0
put it in projector;insert.v.02;v00187526;;62;0
put it in receptacle;insert.v.02;v00187526;;62;0
put it in thing;insert.v.02;v00187526;;62;0
put it on hand;put.v.01;v01494310;put-9.1-2;62;0
put it on henry's tomb;put.v.01;v01494310;put-9.1-2;62;0
put it on tomb;put.v.01;v01494310;put-9.1-2;62;0
put it on yellowed paper;put.v.01;v01494310;put-9.1-2;62;0
put jar in knapsack;insert.v.02;v00187526;;62;0
put jar in purse;insert.v.02;v00187526;;62;0
put kettle on stove;put.v.01;v01494310;put-9.1-2;62;0
put key in hole;insert.v.02;v00187526;;62;0
put key on keyring;put.v.01;v01494310;put-9.1-2;62;0
put knife in purse;insert.v.02;v00187526;;62;0
put knife in zipper;insert.v.02;v00187526;;62;0
put ladder across rift;insert.v.02;v00187526;;62;0
put ladder in well;insert.v.02;v00187526;;62;0
put ladder under trap;put.v.01;v01494310;put-9.1-2;62;0
put ladder under tree;put.v.01;v01494310;put-9.1-2;62;0
put large key on keyring;put.v.01;v01494310;put-9.1-2;62;0
put large plug in large receptacle;insert.v.02;v00187526;;62;0
put laudanum in blue goblet;insert.v.02;v00187526;;62;0
put laudanum on pork;put.v.01;v01494310;put-9.1-2;62;0
put ledger in pot;insert.v.02;v00187526;;62;0
put lemming in cage;insert.v.02;v00187526;;62;0
put lens in spotlight;insert.v.02;v00187526;;62;0
put lens in telescope;insert.v.02;v00187526;;62;0
put letter opener in keyhole;insert.v.02;v00187526;;62;0
put line in socket;insert.v.02;v00187526;;62;0
put link in chalice;insert.v.02;v00187526;;62;0
put link in drawer;insert.v.02;v00187526;;62;0
put long steel key on keyring;put.v.01;v01494310;put-9.1-2;62;0
put lye in coat;insert.v.02;v00187526;;62;0
put lye on moss;put.v.01;v01494310;put-9.1-2;62;0
put mace cube in top right socket;insert.v.02;v00187526;;62;0
put magnet on mine;put.v.01;v01494310;put-9.1-2;62;0
put maiden in projector;insert.v.02;v00187526;;62;0
put maiden on pack;put.v.01;v01494310;put-9.1-2;62;0
put mail on satchel;put.v.01;v01494310;put-9.1-2;62;0
put mana in bottom socket;insert.v.02;v00187526;;62;0
put mat under door;put.v.01;v01494310;put-9.1-2;62;0
put match in raincoat;insert.v.02;v00187526;;62;0
put match in toolkit;insert.v.02;v00187526;;62;0
put match in wax;insert.v.02;v00187526;;62;0
put medicine bottle in shaft;insert.v.02;v00187526;;62;0
put mirror 1 in caliper;insert.v.02;v00187526;;62;0
put moss in nest;insert.v.02;v00187526;;62;0
put mukhtar on table;put.v.01;v01494310;put-9.1-2;62;0
put net on hole;put.v.01;v01494310;put-9.1-2;62;0
put new battery in torch;insert.v.02;v00187526;;62;0
put oak on table;put.v.01;v01494310;put-9.1-2;62;0
put oil on hatch;put.v.01;v01494310;put-9.1-2;62;0
put on parka;put.v.01;v01494310;put-9.1-2;62;0
put opal cluster in knapsack;insert.v.02;v00187526;;62;0
put opener in keyhole;insert.v.02;v00187526;;62;0
put pack on gum;put.v.01;v01494310;put-9.1-2;62;0
put packet in pan;insert.v.02;v00187526;;62;0
put packet in pot;insert.v.02;v00187526;;62;0
put painting in case;insert.v.02;v00187526;;62;0
put pallet on boulder;put.v.01;v01494310;put-9.1-2;62;0
put pan in oven;insert.v.02;v00187526;;62;0
put pan in water;insert.v.02;v00187526;;62;0
put paper in pocket;insert.v.02;v00187526;;62;0
put paper in receptacle;insert.v.02;v00187526;;62;0
put pass in slot;insert.v.02;v00187526;;62;0
put patch on pipe;put.v.01;v01494310;put-9.1-2;62;0
put peanut butter on celery;put.v.01;v01494310;put-9.1-2;62;0
put pebble on second disk;put.v.01;v01494310;put-9.1-2;62;0
put peg in hole;insert.v.02;v00187526;;62;0
put piece in locket;insert.v.02;v00187526;;62;0
put pliers into thing;insert.v.02;v00187526;;62;0
put pot in case;insert.v.02;v00187526;;62;0
put pouch in toolkit;insert.v.02;v00187526;;62;0
put pouch under pipe;put.v.01;v01494310;put-9.1-2;62;0
put printer on table;put.v.01;v01494310;put-9.1-2;62;0
put prize cube in top left socket;insert.v.02;v00187526;;62;0
put probe in slab;insert.v.02;v00187526;;62;0
put rag in pot;insert.v.02;v00187526;;62;0
put raisins on celery;put.v.01;v01494310;put-9.1-2;62;0
put rasp into thing;insert.v.02;v00187526;;62;0
put red cake in pool;insert.v.02;v00187526;;62;0
put red flag on speckled;put.v.01;v01494310;put-9.1-2;62;0
put red flag on spotted;put.v.01;v01494310;put-9.1-2;62;0
put red in glasses;insert.v.02;v00187526;;62;0
put red powder in kettle;insert.v.02;v00187526;;62;0
put red rod in hole;insert.v.02;v00187526;;62;0
put red sphere in pot;insert.v.02;v00187526;;62;0
put red sphere in ruby stand;insert.v.02;v00187526;;62;0
put ring, book in sack;insert.v.02;v00187526;;62;0
put rods in coffin;insert.v.02;v00187526;;62;0
put rods in socket;insert.v.02;v00187526;;62;0
put rope in unit;insert.v.02;v00187526;;62;0
put round stone into grating;insert.v.02;v00187526;;62;0
put ruby cluster in knapsack;insert.v.02;v00187526;;62;0
put ruby in red boot;insert.v.02;v00187526;;62;0
put sack in tesseract;insert.v.02;v00187526;;62;0
put satchel in front of panel;insert.v.02;v00187526;;62;0
put scalpel in toolkit;insert.v.02;v00187526;;62;0
put scarab in case;insert.v.02;v00187526;;62;0
put scarab in small recess;insert.v.02;v00187526;;62;0
put sceptre in case;insert.v.02;v00187526;;62;0
put sceptre in first socket;insert.v.02;v00187526;;62;0
put sceptre in second socket;insert.v.02;v00187526;;62;0
put scraps in forge;insert.v.02;v00187526;;62;0
put scraps on anvil;put.v.01;v01494310;put-9.1-2;62;0
put screwdriver in basket;insert.v.02;v00187526;;62;0
put screwdriver in toolkit;insert.v.02;v00187526;;62;0
put sheet in tray;insert.v.02;v00187526;;62;0
put shiny in pot;insert.v.02;v00187526;;62;0
put ship in mounted bottle;insert.v.02;v00187526;;62;0
put short poem in alpha;insert.v.02;v00187526;;62;0
put silver chalice in knapsack;insert.v.02;v00187526;;62;0
put silver chalice on right disc;put.v.01;v01494310;put-9.1-2;62;0
put silver coin in pocket;insert.v.02;v00187526;;62;0
put silver coin on left;put.v.01;v01494310;put-9.1-2;62;0
put silver in slot;insert.v.02;v00187526;;62;0
put silver rod in top;insert.v.02;v00187526;;62;0
put silver sphere in pot;insert.v.02;v00187526;;62;0
put six coins in overhead;insert.v.02;v00187526;;62;0
put sketch in projector;insert.v.02;v00187526;;62;0
put skink in cauldron;insert.v.02;v00187526;;62;0
put skink in pocket;insert.v.02;v00187526;;62;0
put skull in case;insert.v.02;v00187526;;62;0
put skull on statue;put.v.01;v01494310;put-9.1-2;62;0
put small plug in plotter;insert.v.02;v00187526;;62;0
put smoke rod in pot;insert.v.02;v00187526;;62;0
put soap on zipper;put.v.01;v01494310;put-9.1-2;62;0
put spell book in zipper;insert.v.02;v00187526;;62;0
put sphere on pentagram;put.v.01;v01494310;put-9.1-2;62;0
put splinter into crevice;insert.v.02;v00187526;;62;0
put sprig in cauldron;insert.v.02;v00187526;;62;0
put star crystal in dagger;insert.v.02;v00187526;;62;0
put star on pack;put.v.01;v01494310;put-9.1-2;62;0
put steel key on keyring;put.v.01;v01494310;put-9.1-2;62;0
put stick in hole;insert.v.02;v00187526;;62;0
put stick in pile;insert.v.02;v00187526;;62;0
put stone in fire;insert.v.02;v00187526;;62;0
put stone in opening;insert.v.02;v00187526;;62;0
put strength in right socket;insert.v.02;v00187526;;62;0
put string in brick;insert.v.02;v00187526;;62;0
put sugar in pan;insert.v.02;v00187526;;62;0
put sweater on table;put.v.01;v01494310;put-9.1-2;62;0
put sword down;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
put thumb in hole;insert.v.02;v00187526;;62;0
put ticket in slot;insert.v.02;v00187526;;62;0
put timber across chute;put.v.01;v01494310;put-9.1-2;62;0
put tobacco in pipe;insert.v.02;v00187526;;62;0
put token in slot;insert.v.02;v00187526;;62;0
put toner in slot;insert.v.02;v00187526;;62;0
put torch in basket;insert.v.02;v00187526;;62;0
put torch in case;insert.v.02;v00187526;;62;0
put torch in golden chalice;insert.v.02;v00187526;;62;0
put torch in hand;insert.v.02;v00187526;;62;0
put torch in well;insert.v.02;v00187526;;62;0
put towel on valve;put.v.01;v01494310;put-9.1-2;62;0
put towel on your head;put.v.01;v01494310;put-9.1-2;62;0
put towel over drain;put.v.01;v01494310;put-9.1-2;62;0
put toy in pot;insert.v.02;v00187526;;62;0
put tree on square;put.v.01;v01494310;put-9.1-2;62;0
put trident in case;insert.v.02;v00187526;;62;0
put trophy in depression;insert.v.02;v00187526;;62;0
put trunk in case;insert.v.02;v00187526;;62;0
put umbrella on pool;put.v.01;v01494310;put-9.1-2;62;0
put vase in opening;insert.v.02;v00187526;;62;0
put volcano in pot;insert.v.02;v00187526;;62;0
put wheel on peg;put.v.01;v01494310;put-9.1-2;62;0
put whistle in pot;insert.v.02;v00187526;;62;0
put white in slot;insert.v.02;v00187526;;62;0
put white in toolkit;insert.v.02;v00187526;;62;0
put white in unit;insert.v.02;v00187526;;62;0
put white rod in pot;insert.v.02;v00187526;;62;0
put wire in slot;insert.v.02;v00187526;;62;0
put wisdom in left socket;insert.v.02;v00187526;;62;0
put worm in fountain;insert.v.02;v00187526;;62;0
put x1 in first;insert.v.02;v00187526;;62;0
put x1, x2, x7 on first pile;put.v.01;v01494310;put-9.1-2;62;0
put x10 in second;insert.v.02;v00187526;;62;0
put x12 on first pile;put.v.01;v01494310;put-9.1-2;62;0
put x8 on second pile;put.v.01;v01494310;put-9.1-2;62;0
put yellow powder in kettle;insert.v.02;v00187526;;62;0
raise basket;raise.v.02;v01974062;crane-40.3.2,put_direction-9.4;;0
raise beam;raise.v.02;v01974062;crane-40.3.2,put_direction-9.4;;0
raise lever;raise.v.02;v01974062;crane-40.3.2,put_direction-9.4;;0
raise short pole;raise.v.02;v01974062;crane-40.3.2,put_direction-9.4;;0
reach in chopper;reach.v.03;v01440139;;16;0
reach in sculpture;reach.v.03;v01440139;;16;0
reach in zipper;reach.v.03;v01440139;;16;0
reach into hole;reach_into.v.01;v02690299;;54;0
reach into pool;reach_into.v.01;v02690299;;54;0
read back of blue paper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read back of brown paper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read back of yellow paper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read blackened;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read blueprint;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read book;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read booklet;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read brittle scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read brochure;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read business card;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read card;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read cracked;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read crumpled;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read crumpled scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read crypt;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read culture;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read damp scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read diary;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read dirty scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read dusty scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read emerald scratch with glass;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read envelope;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read faded;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read faded scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read features in newspaper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read flimsy scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read frayed scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read garnet scratch with glass;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read glittering scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read grave;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read gray scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read green;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read hieroglyphs;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read history book;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read huge tome;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read instructions;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read it;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read journal;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read killing;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read label;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read leaflet;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read ledger;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read letter;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read letter to woman;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read lettering;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read list;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read map;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read matchbook;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read memo;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read missive;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read moldy book;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read muddy scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read news in newspaper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read newspaper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read note;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read notes;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read notice;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read of unseen terror;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read old book;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read opal scratch with glass;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read ornate scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read page;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read pages;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read pale scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read paper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read parchment;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read plaque;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read poetry;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read prayer;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read red scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read research paper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read ripped;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read ruby scratch with glass;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read sapphire scratch with glass;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read scrawled;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read scriptures;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read sign;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read slip of paper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read sports in newspaper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read spotted scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read spreadsheet;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read stained scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read sticker;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read subway;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read tag;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read term paper;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read topaz scratch with glass;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read torn;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read torn square;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read twisted;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read vellum scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read wall;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read warning note;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read warped;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read waxy scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read white book;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read white scroll;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read writing;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
read writings;read.v.01;v00625119;learn-14-1,learn-14-2-1;279;0
record;record.v.02;v00998399;transcribe-25.4;;0
record scene;record.v.02;v00998399;transcribe-25.4;;0
